23629,1,Directed Study,3,No time set.   TBA,,2017-01-03 to 2017-03-10,Regular Academic Session,Raheja, Amar,Supervision, Face-to-Face,
23729,1,Directed Study,1,No time set.   TBA,,2017-01-03 to 2017-03-10,Regular Academic Session,Young, Gilbert,Supervision, Face-to-Face,
23731,1,Directed Study,3,No time set.   TBA,,2017-01-03 to 2017-03-10,Regular Academic Session,Tang, Fang,Supervision, Face-to-Face,
23772,1,Directed Study,2,No time set.   TBA,,2017-01-03 to 2017-03-10,Regular Academic Session,Sun, Yu,Supervision, Face-to-Face,
23204,1,Directed Study,3,No time set.   TBA,,2017-01-03 to 2017-03-10,Open University Session,Raheja, Amar,Supervision, Face-to-Face,
23470,1,Directed Study,3,No time set.   TBA,,2017-01-03 to 2017-03-10,Open University Session,Young, Gilbert,Supervision, Face-to-Face,
23480,1,Directed Study,3,No time set.   TBA,,2017-01-03 to 2017-03-10,Open University Session,Raheja, Amar,Supervision, Face-to-Face,
14038,1,Master's Degree Project,2,No time set.   TBA,,2017-01-03 to 2017-03-10,Regular Academic Session,Young, Gilbert Ji, Hao,Supervision, Face-to-Face,
14205,0,Master's Degree Project,1,No time set.   TBA,,2017-01-03 to 2017-03-10,Regular Academic Session,Yang, Lan Chen, Tingting,Supervision, Face-to-Face,
14365,1,Master's Degree Project,1,No time set.   TBA,,2017-01-03 to 2017-03-10,Regular Academic Session,Husain, Mohammad Chen, Tingting Sun, Yu,Supervision, Face-to-Face,
14448,1,Master's Degree Project,2,No time set.   TBA,,2017-01-03 to 2017-03-10,Regular Academic Session,Young, Gilbert Ji, Hao,Supervision, Face-to-Face,
23740,1,Master's Degree Project,2,No time set.   TBA,,2017-01-03 to 2017-03-10,Regular Academic Session,Sun, Yu Husain, Mohammad,Supervision, Face-to-Face,
23038,1,Master's Degree Project,2,No time set.   TBA,,2017-01-03 to 2017-03-10,Open University Session,Young, Gilbert Ji, Hao,Supervision, Face-to-Face,
23205,0,Master's Degree Project,1,No time set.   TBA,,2017-01-03 to 2017-03-10,Open University Session,Yang, Lan Chen, Tingting,Supervision, Face-to-Face,
23365,1,Master's Degree Project,1,No time set.   TBA,,2017-01-03 to 2017-03-10,Open University Session,Husain, Mohammad Chen, Tingting Sun, Yu,Supervision, Face-to-Face,
23448,1,Master's Degree Project,2,No time set.   TBA,,2017-01-03 to 2017-03-10,Open University Session,Young, Gilbert Ji, Hao,Supervision, Face-to-Face,
23564,1,Master's Degree Thesis,4,No time set.   TBA,,2017-01-03 to 2017-03-10,Regular Academic Session,Raheja, Amar Pernalete, Norali Tang, Fang,Supervision, Face-to-Face,
23741,1,Master's Degree Thesis,1,No time set.   TBA,,2017-01-03 to 2017-03-10,Regular Academic Session,Sun, Yu Husain, Mohammad Young, Gilbert,Supervision, Fac
